StartDate,EndDate,Status,,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,,,DistributionChannel,UserLanguage,consent,id,birth_year,sc_instructions,spanking_1986,spanking_2018,spanking_self,woman_home_1977,woman_home_2018,woman_home_self,weed_1973,weed_2018,weed_self,affairs_1973,affairs_2018,affairs_self,harassment_1986,harassment_2017,harassment_self,woman_prez_1972,woman_prez_2010,woman_prez_self,religion_1965,religion_2018,religion_self,politics_1990,politics_2016,politics_self,abortion_1977,abortion_2018,abortion_self,premarital_sex_1972,premarital_sex_2018,premarital_sex_self,black_prez_1978,black_prez_2010,black_prez_self,gay_marriage_1988,gay_marriage_2018,gay_marriage_self,gun_1972,gun_2018,gun_self,handgun_1987,handgun_2019,handgun_self,assault_1996,assault_2018,assault_self,death_1972,death_2018,death_self,smoking_1990,smoking_2018,smoking_self,immigration_1965,immigration_2019,immigration_self,i_strength_1994,i_strength_2019,i_strength_self,climate_worry_1990,climate_worry_2019,climate_worry_self,climate_belief_2001,climate_belief_2019,climate_belief_self,women_draft_1979,women_draft_2016,women_draft_self,bible_1976,bible_2017,bible_self,god_1965,god_2017,god_self,black_intel_1990,black_intel_2018,black_intel_self,black_work_1990,black_work_2018,black_work_self,hispanic_work_1990,hispanic_work_2018,hispanic_work_self,hispanic_intel_1990,hispanic_intel_2018,hispanic_intel_self,asian_work_1992,asian_work_2016,asian_work_self,black_marry_1990,black_marry_2018,black_marry_self,hispanic_marry_1990,hispanic_marry_2018,hispanic_marry_self,asian_marry_1990,asian_marry_2018,asian_marry_self,women_politics_1974,women_politics_2018,women_politics_self,abortion_health_1972,abortion_health_2018,abortion_health_self,women_work_1994,women_work_2012,women_work_self,women_preschool_1988,women_preschool_2012,women_preschool,gay_adopt_1992,gay_adopt_2016,gay_adopt,gay_military_1992,gay_military_2012,gay_military_self,communist_1972,communist_2018,communist_self,anti_religion_1972,anti_religion_2018,anti_religion_self,homo_speak_1973,homo_speak_2018,homo_speak_self,militarist_1976,militarist_2018,militarist_self,racist_1976,racist_2018,racist_self,therm_explain,black_1964,black_2016,black_self,hispanic_1976,hispanic_2016,hispanic_self,illegal_1988,illegal_2016,illegal_self,gay_1984,gay_2016,gay_self,asian_1992,asian_2016,asian_self,poor_1972,poor_2016,poor_self,welfare_1976,welfare_2012,welfare_self,feminists_1988,feminists_2016,feminists_self,attention_1,attention_2,social_change,age,gender,race,language,language_2_TEXT,eng_comp,check,check_4_TEXT,education,political_ideology,political_party,lookup,comments,instructions_2_TEXT,FL_59_DO_FL_60,FL_59_DO_FL_270,FL_59_DO_FL_224,FL_59_DO_FL_163,FL_59_DO_FL_166,FL_40_DO_spanking,FL_40_DO_womanhome,FL_40_DO_weed,FL_40_DO_affairs,FL_40_DO_sexualharassment,FL_40_DO_womanpresident,FL_40_DO_religion,FL_40_DO_politics,FL_40_DO_abortion,FL_40_DO_premaritalsex,FL_40_DO_blackpresident,FL_40_DO_gaymarriage,FL_40_DO_gun,FL_40_DO_handgun,FL_40_DO_assault,FL_40_DO_death,FL_40_DO_smoking,FL_40_DO_immigration,FL_40_DO_i_strength,FL_40_DO_climate_worry,FL_40_DO_climate_belief,FL_40_DO_women_draft,FL_40_DO_bible,FL_40_DO_god,FL_40_DO_black_intel,FL_40_DO_black_work,FL_40_DO_hispanic_work,FL_40_DO_hispanic_intel,FL_40_DO_asian_work,FL_40_DO_black_marry,FL_40_DO_hispanic_marry,FL_40_DO_asian_marry,FL_40_DO_women_politics,FL_40_DO_abortion_health,FL_40_DO_women_work,FL_40_DO_women_preschool,FL_40_DO_gay_adopt,FL_40_DO_gay_military,FL_40_DO_communist,FL_40_DO_anti_religion,FL_40_DO_homo_speak,FL_40_DO_militarist,FL_40_DO_racist,FL_272_DO_spanking,FL_272_DO_womanhome,FL_272_DO_weed,FL_272_DO_affairs,FL_272_DO_sexualharassment,FL_272_DO_womanpresident,FL_272_DO_religion,FL_272_DO_politics,FL_272_DO_abortion,FL_272_DO_premaritalsex,FL_272_DO_blackpresident,FL_272_DO_gaymarriage,FL_272_DO_gun,FL_272_DO_handgun,FL_272_DO_assault,FL_272_DO_death,FL_272_DO_smoking,FL_272_DO_immigration,FL_272_DO_i_strength,FL_272_DO_climate_worry,FL_272_DO_climate_belief,FL_272_DO_women_draft,FL_272_DO_bible,FL_272_DO_god,FL_272_DO_black_intel,FL_272_DO_black_work,FL_272_DO_hispanic_work,FL_272_DO_hispanic_intel,FL_272_DO_asian_work,FL_272_DO_black_marry,FL_272_DO_hispanic_marry,FL_272_DO_asian_marry,FL_272_DO_women_politics,FL_272_DO_abortion_health,FL_272_DO_women_work,FL_272_DO_women_preschool,FL_272_DO_gay_adopt,FL_272_DO_gay_military,FL_272_DO_communist,FL_272_DO_anti_religion,FL_272_DO_homo_speak,FL_272_DO_militarist,FL_272_DO_racist,FL_226_DO_spanking,FL_226_DO_womanhome,FL_226_DO_weed,FL_226_DO_affairs,FL_226_DO_sexualharassment,FL_226_DO_womanpresident,FL_226_DO_religion,FL_226_DO_politics,FL_226_DO_abortion,FL_226_DO_premaritalsex,FL_226_DO_blackpresident,FL_226_DO_gaymarriage,FL_226_DO_gun,FL_226_DO_handgun,FL_226_DO_assault,FL_226_DO_death,FL_226_DO_smoking,FL_226_DO_immigration,FL_226_DO_i_strength,FL_226_DO_climate_worry,FL_226_DO_climate_belief,FL_226_DO_women_draft,FL_226_DO_bible,FL_226_DO_god,FL_226_DO_black_intel,FL_226_DO_black_work,FL_226_DO_hispanic_work,FL_226_DO_hispanic_intel,FL_226_DO_asian_work,FL_226_DO_black_marry,FL_226_DO_hispanic_marry,FL_226_DO_asian_marry,FL_226_DO_women_politics,FL_226_DO_abortion_health,FL_226_DO_women_work,FL_226_DO_women_preschool,FL_226_DO_gay_adopt,FL_226_DO_gay_military,FL_226_DO_communist,FL_226_DO_anti_religion,FL_226_DO_homo_speak,FL_226_DO_militarist,FL_226_DO_racist,FL_163_DO_FL_161,FL_163_DO_FL_61,FL_116_DO_spanking,FL_116_DO_womanhome,FL_116_DO_weed,FL_116_DO_affairs,FL_116_DO_sexualharassment,FL_116_DO_womanpresident,FL_116_DO_religion,FL_116_DO_politics,FL_116_DO_abortion,FL_116_DO_premaritalsex,FL_116_DO_blackpresident,FL_116_DO_gaymarriage,FL_116_DO_gun,FL_116_DO_handgun,FL_116_DO_assault,FL_116_DO_death,FL_116_DO_smoking,FL_116_DO_immigration,FL_116_DO_i_strength,FL_116_DO_climate_worry,FL_116_DO_climate_belief,FL_116_DO_women_draft,FL_116_DO_bible,FL_116_DO_god,FL_116_DO_black_intel,FL_116_DO_black_work,FL_116_DO_hispanic_work,FL_116_DO_hispanic_intel,FL_116_DO_asian_work,FL_116_DO_black_marry,FL_116_DO_hispanic_marry,FL_116_DO_asian_marry,FL_116_DO_women_politics,FL_116_DO_abortion_health,FL_116_DO_women_work,FL_116_DO_women_preschool,FL_116_DO_gay_adopt,FL_116_DO_gay_military,FL_116_DO_communist,FL_116_DO_anti_religion,FL_116_DO_homo_speak,FL_116_DO_militarist,FL_116_DO_racist,FL_19_DO_blackthermometer,FL_19_DO_hispanicthermometer,FL_19_DO_illegal,FL_19_DO_Gaysandlesbiansthermometer,FL_19_DO_Asian-Americansthermometer,FL_19_DO_poorpeoplethermometer,FL_19_DO_welfare,FL_19_DO_feministsthermometer,FL_166_DO_FL_167,FL_166_DO_FL_213,FL_169_DO_spanking,FL_169_DO_womanhome,FL_169_DO_weed,FL_169_DO_affairs,FL_169_DO_sexualharassment,FL_169_DO_womanpresident,FL_169_DO_religion,FL_169_DO_politics,FL_169_DO_abortion,FL_169_DO_premaritalsex,FL_169_DO_blackpresident,FL_169_DO_gaymarriage,FL_169_DO_gun,FL_169_DO_handgun,FL_169_DO_assault,FL_169_DO_death,FL_169_DO_smoking,FL_169_DO_immigration,FL_169_DO_i_strength,FL_169_DO_climate_worry,FL_169_DO_climate_belief,FL_169_DO_women_draft,FL_169_DO_bible,FL_169_DO_god,FL_169_DO_black_intel,FL_169_DO_black_work,FL_169_DO_hispanic_work,FL_169_DO_hispanic_intel,FL_169_DO_asian_work,FL_169_DO_black_marry,FL_169_DO_hispanic_marry,FL_169_DO_asian_marry,FL_169_DO_women_politics,FL_169_DO_abortion_health,FL_169_DO_women_work,FL_169_DO_women_preschool,FL_169_DO_gay_adopt,FL_169_DO_gay_military,FL_169_DO_communist,FL_169_DO_anti_religion,FL_169_DO_homo_speak,FL_169_DO_militarist,FL_169_DO_racist,FL_215_DO_blackthermometer,FL_215_DO_hispanicthermometer,FL_215_DO_illegal,FL_215_DO_Gaysandlesbiansthermometer,FL_215_DO_Asian-Americansthermometer,FL_215_DO_poorpeoplethermometer,FL_215_DO_welfare,FL_215_DO_feministsthermometer
2/20/20,2/20/20,IP Address,,100,1558,TRUE,43881.59329,R_PGQ0EEbD937Q5Sp,,,,,,,anonymous,EN,I consent to take part in this study,5bef5b581e3653000160b9ad,1998,I understand,60,30,Strongly disagree,90,55,Strongly disagree,,,,,,,95,60,Big problem,50,70,Yes,70,50,Not very important,,,,15,55,Yes,,,,50,95,Yes,10,70,Strongly agree,,,,,,,,,,,,,,,,50,60,Increased,,,,20,75,A great deal,,,,,,,2,10,"Ancient book of fables, legends, history, and moral precepts recorded by man",,,,2,7 (intelligent),7 (intelligent),,,,5,1 (hardworking),1 (hardworking),4,7 (intelligent),7 (intelligent),,,,,,,,,,40,20,Very in favor,60,30,Disagree,20,55,Yes,,,,80,65,Work full time,,,,,,,30,45,Allowed,,,,,,,20,30,Allowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,21,Female,Asian,English,,Very Good,Other,tree,Some college,Very liberal,Strongly Democrat,No,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,7,,,9,2,15,,18,,20,6,,,,,,12,,3,,,4,,8,,13,19,,,,17,16,5,,1,,,11,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/20,2/20/20,IP Address,,100,1099,TRUE,43881.5933,R_3Ddp1zJhTCpxEOs,,,,,,,anonymous,EN,I consent to take part in this study,5a0d9553fe645f0001e9f852,1967,I understand,,,,,,,,,,,,,25,75,Big problem,,,,75,50,Fairly important,35,55,Somewhat interested,,,,20,80,Almost always wrong,,,,,,,,,,15,15,"No, should not be",,,,,,,10,65,"Yes, made illegal",15,70,Decreased,,,,25,75,A great deal,45,65,Human activities,,,,35,45,"Actual word of God, to be taken literally",,,,4,6,6,5,2,2,5,2,1 (hardworking),,,,4,2,1 (hardworking),25,65,Neither in favor nor opposed,25,20,Neither in favor nor opposed,,,,,,,50,50,Yes,45,75,Strongly agree,,,,,,,,,,15,50,Not allowed,,,,25,75,Allowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,52,Female,White,English,,Very Good,Other,tree,Graduate school,Neither liberal nor conservative,Independent,No,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,11,18,,5,,,,9,,,2,14,,4,15,,3,,16,6,7,,12,17,20,,,19,13,,,,10,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/20,2/20/20,IP Address,,100,1162,TRUE,43881.5933,R_10wt5xGcqWPduv8,,,,,,,anonymous,EN,I consent to take part in this study,5d3923f8bdcf76001924f57e,1971,I understand,,,,,,,,,,,,,85,45,Not a problem at all,10,60,No,80,45,Not very important,45,75,Very interested,,,,,,,,,,5,40,Neither agree nor disagree,15,30,Oppose,25,35,"No, should not be",75,35,"No, should not be",45,55,Favor,,,,25,65,Decreased,,,,28,52,Only a little,10,60,Natural changes,,,,,,,,,,3,4,6,6,4,4,,,,,,,3,5,2,,,,50,50,Neither in favor nor opposed,,,,,,,35,50,Yes,,,,,,,,,,,,,,,,12,55,Allowed,10,65,Allowed,,,,70,15,Not allowed,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,6,58,Male,White,English,,Very Good,Other,tree,Associate's degree,Somewhat conservative,Independent,No,No . thank you,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,12,6,19,,,,3,1,13,10,9,,8,,14,4,,,,17,5,,,2,,18,,,7,,,,,,11,15,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/20,2/20/20,IP Address,,100,1008,TRUE,43881.5933,R_3sgXpsGMgc1Ru70,,,,,,,anonymous,EN,I consent to take part in this study,5c8eb16ed169ac0001c27629,1953,I understand,35,35,Strongly disagree,,,,,,,,,,,,,,,,80,60,Not very important,,,,40,45,Yes,,,,20,80,Yes,,,,5,25,Favor,35,45,"Yes, should be",,,,,,,35,45,"No, not made illegal",10,50,Kept at present level,,,,20,80,A great deal,,,,,,,15,65,"Ancient book of fables, legends, history, and moral precepts recorded by man",80,60,No,,,,5,2,1 (hardworking),,,,4,2,7 (intelligent),,,,,,,,,,45,35,Neither in favor nor opposed,70,25,Disagree,,,,,,,65,30,Work part-time,,,,10,70,"Yes, think so",5,65,Allowed,15,60,Allowed,10,65,Allowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,66,Female,White,English,,Very Good,Other,tree,Some college,Somewhat liberal,Independent,No,"Excellent survey, thanks!",,1,,,,,7,,,,,,1,,6,,10,,20,3,,,5,18,,15,,,17,13,,9,,8,,,,19,4,,,2,,16,14,12,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/20,2/20/20,IP Address,,100,1047,TRUE,43881.5933,R_1r64Hu7kMrjypY3,,,,,,,anonymous,EN,I consent to take part in this study,5beb92fbe0a3940001543d8c,1963,I understand,50,20,Disagree,40,20,Strongly disagree,,,,,,,,,,10,60,Yes,,,,40,70,Fairly interested,20,40,Yes,50,10,Not wrong at all,25,60,Yes,,,,,,,,,,,,,70,50,Favor,20,60,"No, not made illegal",,,,30,25,Strengthen our country,10,50,A fair amount,,,,10,25,Should not,20,40,"Inspired word of God, not to be taken literally",,,,3,5,6,,,,,,,,,,2,2,2,,,,,,,60,25,Neither in favor nor opposed,,,,40,65,Yes,,,,35,20,Work full time,,,,,,,,,,10,40,Allowed,,,,20,30,Not allowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,57,Female,White,English,,Very Good,Other,tree,Four-year college degree,Somewhat liberal,Strongly Democrat,No,Very interesting survey.,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,7,,,,14,,17,18,10,3,,,,,20,12,,4,13,,2,15,,19,,,,6,,,5,,11,,8,,,,9,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/20,2/20/20,IP Address,,100,703,TRUE,43881.59336,R_Y9bbpxABe6kG9l7,,,,,,,anonymous,EN,I consent to take part in this study,5dd3cb49f30aa63b8107fbce,1968,I understand,,,,,,,,,,50,40,Almost always wrong,,,,,,,75,45,Fairly important,25,90,Very interested,50,40,No,30,10,Not wrong at all,,,,25,55,Disagree,60,60,Favor,,,,,,,50,65,Favor,,,,45,65,Kept at present level,,,,,,,,,,20,30,Should,40,55,"Ancient book of fables, legends, history, and moral precepts recorded by man",,,,3,4,3,,,,,,,,,,2,2,2,,,,70,80,Neither in favor nor opposed,80,60,Neither in favor nor opposed,,,,,,,,,,,,,,,,25,30,Don't think so,80,80,Allowed,45,50,Allowed,75,90,Allowed,40,55,Allowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,51,Male,White,English,,Very Good,Other,tree,Some college,Somewhat conservative,Lean Republican,No,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,8,9,10,19,,17,14,,,2,,7,,,,13,16,,3,,,,11,,5,1,,,,,,18,6,12,15,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/20,2/20/20,IP Address,,100,487,TRUE,43881.59336,R_1CILGCi5ZxrJ5pg,,,,,,,anonymous,EN,I consent to take part in this study,5ce983947950d80001bcba19,1991,I understand,38,10,Strongly disagree,,,,20,80,Legal,,,,,,,,,,75,55,Not very important,,,,,,,,,,,,,30,70,Strongly agree,35,45,Favor,,,,,,,,,,10,25,"No, not made illegal",,,,30,40,Strengthen our country,,,,,,,20,40,Should,,,,85,60,No,,,,,,,,,,,,,,,,,,,35,20,Neither in favor nor opposed,30,10,Neither in favor nor opposed,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,10,Not allowed,,,,I understand,30,70,95,30,65,95,15,25,95,30,75,95,75,80,95,40,45,96,20,40,99,15,40,95,1,1,5,28,Male,White,English,,Very Good,Other,tree,Some college,Very liberal,Independent,No,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,6,,8,,,,3,,,,,5,2,,,,11,,1,,,10,,7,,,,,,,12,9,,,,,,,,,,4,,8,3,4,1,2,5,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/20,2/20/20,IP Address,,100,1836,TRUE,43881.59343,R_9Hyab9btUmMjdxn,,,,,,,anonymous,EN,I consent to take part in this study,5e1ded90e47974143a8d,1954,I understand,,,,,,,,,,15,10,Always wrong,40,25,Big problem,30,85,Yes,80,90,Very important,,,,,,,,,,50,100,Yes,30,70,Neither agree nor disagree,,,,40,60,"No, should not be",50,100,"Yes, should be",,,,20,60,"No, not made illegal",70,40,Increased,,,,100,100,A great deal,,,,,,,5,5,"Actual word of God, to be taken literally",80,80,Yes,,,,,,,,,,,,,,,,50,50,Very in favor,40,25,Very in favor,40,50,Very in favor,40,15,Disagree,,,,,,,,,,,,,,,,,,,40,70,Allowed,,,,50,50,Allowed,50,100,Allowed,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,5,65,Female,Black or African-American,English,,Very Good,Other,tree,Four-year college degree,Very liberal,Strongly Democrat,No,Very interesting.  Really have to give a lot of thought and think and be honest.,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,14,19,17,,,,11,16,,18,6,,1,10,,2,,,4,15,,,,,,9,12,8,3,,,,,,,5,,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/20,2/20/20,IP Address,,100,474,TRUE,43881.59344,R_2BmHNkVaDwDHgjT,,,,,,,anonymous,EN,I consent to take part in this study,5c4fc3009eeaf00001599352,1984,I understand,,,,,,,,,,40,40,Wrong only sometimes,,,,,,,,,,50,80,Fairly interested,30,70,Yes,,,,,,,,,,,,,,,,60,80,"Yes, should be",,,,,,,,,,,,,10,80,A great deal,,,,,,,30,70,"Ancient book of fables, legends, history, and moral precepts recorded by man",80,50,No,,,,,,,,,,,,,,,,,,,,,,,,,70,30,Disagree,30,60,Yes,50,50,Neither agree nor disagree,80,20,Work full time,,,,,,,,,,,,,,,,10,10,Not allowed,,,,I understand,40,50,100,30,40,100,50,50,90,10,80,100,10,30,100,10,10,100,10,20,100,10,30,100,10,10,2,36,Female,White,English,,Very Good,Other,tree,Four-year college degree,Very liberal,Strongly Democrat,No,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,,11,,,,8,9,,,,,,5,,,,,12,,,1,3,,,,,,,,,10,7,6,2,,,,,,4,,2,7,1,5,4,8,6,3
2/20/20,2/20/20,IP Address,,100,1546,TRUE,43881.59346,R_1rdcD2iSEP1737u,,,,,,,anonymous,EN,I consent to take part in this study,5c8f224c9d2bff0001867ce2,1985,I understand,75,35,Strongly disagree,,,,,,,30,15,Always wrong,,,,35,85,Yes,,,,70,10,Very interested,35,75,Yes,60,5,Not wrong at all,20,60,Yes,25,75,Strongly agree,5,77,Favor,,,,65,35,"Yes, should be",,,,60,45,"No, not made illegal",,,,,,,,,,,,,10,80,Should,,,,,,,,,,5,1 (hardworking),1 (hardworking),,,,,,,,,,,,,,,,10,55,Somewhat in favor,70,5,Disagree,15,65,Yes,55,85,Strongly agree,,,,,,,5,35,"Yes, think so",5,5,Not allowed,,,,30,90,Allowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,35,Male,White,English,,Very Good,Other,tree,Four-year college degree,Somewhat conservative,Lean Republican,No,,,1,,,,,6,,,14,,3,,16,5,15,4,2,12,,20,,1,,,,,17,,,,10,,,,,,19,18,7,9,,,8,13,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/20,2/20/20,IP Address,,100,720,TRUE,43881.59348,R_3isDXJo6bQIfPKC,,,,,,,anonymous,EN,I consent to take part in this study,5dd3c6cecf8e7e3a412d8736,1978,I understand,75,35,Agree,,,,,,,50,45,Wrong only sometimes,,,,,,,,,,25,80,Very interested,,,,45,20,Wrong only sometimes,,,,10,80,Neither agree nor disagree,45,65,Favor,,,,,,,,,,35,45,"No, not made illegal",50,75,Decreased,,,,,,,65,70,Natural changes,20,45,Should,,,,80,60,Yes,,,,,,,,,,3,4,5,3,2,2,,,,50,50,Neither in favor nor opposed,45,35,Somewhat in favor,75,65,Disagree,,,,,,,,,,,,,20,40,"Yes, think so",,,,40,60,Allowed,10,85,Allowed,10,15,Allowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,4,41,Female,White,English,,Very Good,Other,tree,Four-year college degree,Somewhat conservative,Strongly Republican,No,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,17,,,,1,,2,,7,8,,,,10,14,,,15,6,,20,,,,18,19,,3,4,13,,,,,16,,5,12,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/20,2/20/20,IP Address,,100,913,TRUE,43881.59348,R_1GW9gRikGtSRrB7,,,,,,,anonymous,EN,I consent to take part in this study,5d9373b0e04970001ab482da,1959,I understand,,,,58,28,Disagree,10,55,Legal,,,,75,20,Big problem,,,,,,,,,,,,,30,10,Not wrong at all,42,80,Yes,28,65,Strongly agree,,,,30,40,"Yes, should be",,,,,,,,,,,,,,,,,,,15,68,Human activities,,,,,,,,,,5,5,6,4,4,2,2,4,1 (hardworking),6,5,6,3,2,1 (hardworking),,,,,,,,,,65,20,Disagree,,,,40,72,Neither agree nor disagree,,,,,,,,,,30,55,Allowed,40,70,Allowed,75,95,Allowed,30,45,Allowed,70,40,Allowed,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,60,Female,White,English,,Very Good,Other,tree,Four-year college degree,Very liberal,Strongly Democrat,No,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3,,13,,,,,14,17,15,,11,,,,,,,5,,,,4,18,6,10,20,,,,1,,16,,,,9,8,7,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/20/20,2/20/20,IP Address,,100,629,TRUE,43881.5935,R_1IaUVajjXx9v4Tp,,,,,,,anonymous,EN,I consent to take part in this study,5dc9855fdb132769c8234180,1990,I understand,75,25,Strongly disagree,75,25,Disagree,,,,,,,,,,,,,,,,,,,,,,15,10,Not wrong at all,25,65,Yes,,,,,,,,,,50,75,"No, should not be",80,50,Oppose,,,,,,,,,,,,,25,80,Human activities,,,,25,45,"Ancient book of fables, legends, history, and moral precepts recorded by man",75,50,Yes,,,,5,3,2,,,,,,,3,2,1 (hardworking),45,25,Neither in favor nor opposed,,,,45,20,Neither in favor nor opposed,80,45,Agree,65,75,Yes,,,,75,50,Stay home,25,75,Yes,,,,5,75,Allowed,,,,25,100,Allowed,45,25,Allowed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,3,30,Female,White,English,,Very Good,Other,tree,High school diploma,Very liberal,Independent,No,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,14,,,,,,,,18,1,,,,19,10,,,,,3,,6,9,,2,,,4,5,,15,17,20,,16,12,,7,,8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
